FID,Permit_ID,Permit_Nam,Address,City,State,Zip,County,PrimaryWas,PrimaryOpe,PermitStat,PermitExpD,Status,Latitude,Longitude,counties_FID,counties_OBJECTID,counties_PERIMETER,counties_CO_ABBR,counties_ACRES,counties_Shape_Leng,counties_RO,counties_GlobalID,counties_SHAPE_Le_1,counties_SHAPE_Area
"73",8401-MSWLF-1999,"Albemarle, City of Landfill",40592B Stony Gap Road,Albemarle,NC,"28001",Stanly,MSW,LF,Active,2014/06/12,Open,35.304664000000002,-80.151883999999995,"69",69.000000000000000,166794.796875000000000,STAN,258886.562500000000000,547225.909819000051357,MRO,{39B7E4BB-6BFC-43A3-BF1B-64C17E33FAA9},204665.350589295267127,11277091742.600000381469727
"74",8501-MSWLF-1986,Stokes County Landfill,Sizemore Road (S.R. 1997),Danbury,NC,"27019",Stokes,MSW,LF,InactiveClosed,,Closed,36.367252000000001,-80.262720999999999,"15",15.000000000000000,138205.250000000000000,STOK,291801.687500000000000,453428.400720999983605,WSRO,{5B17821E-8320-4CF1-87D4-C0509F89A288},171841.230258896859596,12710872868.000000000000000
"75",8503-INDUS-1984,Duke Power/Belews Creek St Plt,3195 Pine Hall Road,Belews Creek,NC,"27009",Stokes,Indus,LF,InactiveClosed,,Open,36.282274999999998,-80.078536999999997,"15",15.000000000000000,138205.250000000000000,STOK,291801.687500000000000,453428.400720999983605,WSRO,{5B17821E-8320-4CF1-87D4-C0509F89A288},171841.230258896859596,12710872868.000000000000000
"76",8504-INDUS-,Duke Energy Corporation- Belews Creek Craig Rd Landfill,3191 Pine Hall Road,Belews Creek,NC,"27009",Stokes,Indus,LF,Active,2012/11/05,Open,36.268200999999998,-80.066400999999999,"15",15.000000000000000,138205.250000000000000,STOK,291801.687500000000000,453428.400720999983605,WSRO,{5B17821E-8320-4CF1-87D4-C0509F89A288},171841.230258896859596,12710872868.000000000000000
"77",8505-INDUS-,Duke Energy Corp.- Belews Creek FGD Residue Landfill,3195 Pine Hall Road,Belews Creek,NC,"27009",Stokes,Indus,LF,Active,2013/01/24,Open,36.274101000000002,-80.056201000000001,"15",15.000000000000000,138205.250000000000000,STOK,291801.687500000000000,453428.400720999983605,WSRO,{5B17821E-8320-4CF1-87D4-C0509F89A288},171841.230258896859596,12710872868.000000000000000
"78",8601-DEMO-,"Mount Airy, City of Landfill-closed",City View Drive,Mount Airy,NC,"27030",Surry,MSW,LF,InactiveClosed,,Closed,36.501060000000003,-80.594660000000005,"11",11.000000000000000,174563.109375000000000,SURR,345225.156250000058208,572712.492641999968328,WSRO,{A12AA2D1-07EC-4E23-A28D-956E66DA7969},217065.271409979002783,15037999001.899999618530273
"79",8602-CDLF-2001,Surry County C&D Landfill,237 Landfill Road,Mount Airy,NC,"28621",Surry,CD,LF,InactivePermitted,,Open,36.439278999999999,-80.568642999999994,"11",11.000000000000000,174563.109375000000000,SURR,345225.156250000058208,572712.492641999968328,WSRO,{A12AA2D1-07EC-4E23-A28D-956E66DA7969},217065.271409979002783,15037999001.899999618530273
"80",8602-MSWLF-1983,Surry County Landfill,P.O. Box 1542,Mount Airy,NC,"27030",Surry,MSW,LF,InactiveClosed,,Closed,36.441130999999999,-80.569691000000006,"11",11.000000000000000,174563.109375000000000,SURR,345225.156250000058208,572712.492641999968328,WSRO,{A12AA2D1-07EC-4E23-A28D-956E66DA7969},217065.271409979002783,15037999001.899999618530273
"81",8603-CDLF-2000,Surry County C&D Landfill,Elkin Landfill Road,Elkin,NC,"28621",Surry,CD,LF,InactivePermitted,,Open,36.296053000000001,-80.790811000000005,"11",11.000000000000000,174563.109375000000000,SURR,345225.156250000058208,572712.492641999968328,WSRO,{A12AA2D1-07EC-4E23-A28D-956E66DA7969},217065.271409979002783,15037999001.899999618530273
"82",8603-MSWLF-1981,Surry County Landfill,Joe LN Mill Road (S.R. 1121),Elkin,NC,"28621",Surry,MSW,LF,InactiveClosed,,Closed,36.301571000000003,-80.767621000000005,"11",11.000000000000000,174563.109375000000000,SURR,345225.156250000058208,572712.492641999968328,WSRO,{A12AA2D1-07EC-4E23-A28D-956E66DA7969},217065.271409979002783,15037999001.899999618530273
"83",8606-MSWLF-1998,Surry County MSWLF,237 Landfill Road,Mount Airy,NC,"27030",Surry,MSW,LF,Active,2014/11/20,Open,36.436014999999998,-80.569152000000003,"11",11.000000000000000,174563.109375000000000,SURR,345225.156250000058208,572712.492641999968328,WSRO,{A12AA2D1-07EC-4E23-A28D-956E66DA7969},217065.271409979002783,15037999001.899999618530273
"84",8701-MSWLF-1980,Swain County Landfill,Laurel Branch Road (S.R. 1311),Swain,NC,"28713",Swain,MSW,LF,InactiveClosed,,Closed,35.425846000000000,-83.476170999999994,"56",56.000000000000000,257407.468750000000000,SWAI,345587.937500000000000,844511.048543000011705,ARO,{399E250E-FDC6-475E-87CF-669581B57BF5},316353.346836648532189,15053801551.299999237060547
"85",87A-LCID-,Swain County LCID,1422 US Hwy 19 South,Bryson City,NC,"28713",Swain,LCID,LF,Active,2011/04/24,Closed,35.425161000000003,-83.476590999999999,"56",56.000000000000000,257407.468750000000000,SWAI,345587.937500000000000,844511.048543000011705,ARO,{399E250E-FDC6-475E-87CF-669581B57BF5},316353.346836648532189,15053801551.299999237060547
"86",8801-INDUS-1979,Ecusta Ash Landfill,Old US 64 (S.R. 1504),Brevard,NC,"28768",Transylvania,Indus,LF,InactiveClosed,,Closed,35.260221000000001,-82.692531000000002,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"87",8803-MSWLF-1975,Transylvania County Landfill,U.S. Hwy 64,Rosman,NC,"28712",Transylvania,MSW,LF,InactiveClosed,,Closed,35.158551000000003,-82.815931000000006,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"88",8805-INDUS-1974,Ecusta Landfill,Ecusta Road (S.R. 1512),Brevard,NC,"28712",Transylvania,Indus,LF,InactiveClosed,,Closed,35.269390999999999,-82.701590999999993,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"89",8806-INDUS-1972,Dupont,S.R. 1593,Brevard,NC,"28768",Transylvania,Indus,LF,InactiveClosed,,Closed,35.183281000000001,-82.612841000000003,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"90",8807-LCID-1988,Transylvania County LCID,500 Howell Road,Brevard,NC,"28712",Transylvania,LCID,LF,Active,2013/03/26,Closed,35.118600999999998,-82.844661000000002,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"91",8807-MSWLF-1990,Transylvania County Landfill,500 Howell Road,Brevard,NC,"28712",Transylvania,MSW,LF,Active,2013/03/26,Open,35.118600999999998,-82.844661000000002,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"92",8808-LCID-,East Fork Growers,7800 East Fork Road,Brevard,NC,"28712",Transylvania,LCID,LF,InactiveClosed,,Closed,35.126776000000000,-82.766886000000000,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"93",88C-DEMO-,Cantrell Construction Co,East Fork Road,Brevard,NC,"28712",Transylvania,CD,LF,InactiveClosed,,Closed,35.151541999999999,-82.708958999999993,"70",70.000000000000000,164070.562500000000000,TRAN,243392.546875000000000,538288.198093999992125,ARO,{C93BE601-AC0A-49CB-AECF-BA104BF5B19D},201019.797892302682158,10602172583.899999618530273
"94",9001-CDLF-1998,Union County C&D,2125 Austin Chaney Road,Wingate,NC,"28174",Union,CD,LF,Active,2008/07/01,Open,35.035741000000002,-80.462851000000001,"82",82.000000000000000,177866.281250000000000,UNIO,409365.187500000000000,583549.613685999996960,MRO,{A71F137A-F43E-405B-8B30-1256EBFA79AE},217416.765952582645696,17831934809.200000762939453
"95",9001-MSWLF-1982,Union County Landfill,Austin Road (S.R. 1630),Wingate,NC,"28174",Union,MSW,LF,InactiveClosed,,Closed,35.035741000000002,-80.462851000000001,"82",82.000000000000000,177866.281250000000000,UNIO,409365.187500000000000,583549.613685999996960,MRO,{A71F137A-F43E-405B-8B30-1256EBFA79AE},217416.765952582645696,17831934809.200000762939453
"96",9003-CDLF-1995,Griffin Farms CDLF,4242 Morgan Mill Road,Monroe,NC,"28110",Union,CD,LF,InactiveClosed,,Closed,35.058658000000001,-80.498682000000002,"82",82.000000000000000,177866.281250000000000,UNIO,409365.187500000000000,583549.613685999996960,MRO,{A71F137A-F43E-405B-8B30-1256EBFA79AE},217416.765952582645696,17831934809.200000762939453
"97",9013-LCID-,Griffin Farms LCID Landfill,4242 Morgan Mill Road,Monroe,NC,"28110",Union,LCID,LF,Active,2009/07/01,Open,35.058041000000003,-80.498901000000004,"82",82.000000000000000,177866.281250000000000,UNIO,409365.187500000000000,583549.613685999996960,MRO,{A71F137A-F43E-405B-8B30-1256EBFA79AE},217416.765952582645696,17831934809.200000762939453
"98",90A-LCID-,A.C. Stump Dump,3109 Plyler Mill Road,Monroe,NC,"28112",Union,LCID,LF,InactiveClosed,,Open,34.916741000000002,-80.572282000000001,"82",82.000000000000000,177866.281250000000000,UNIO,409365.187500000000000,583549.613685999996960,MRO,{A71F137A-F43E-405B-8B30-1256EBFA79AE},217416.765952582645696,17831934809.200000762939453
"99",9101-CDLF-1998,Vance County CDLF,NC Hwy 39,Henderson,NC,"27537",Vance,CD,LF,InactiveClosed,,Closed,36.368124000000002,-78.421182999999999,"17",17.000000000000000,118698.656250000000000,VANC,172724.437500000000000,389430.502761000010651,RRO,{83A6AE8C-3D2F-4D73-82C0-2BD7B7500248},147671.235360466409475,7523871764.199999809265137
"100",9101-MSWLF-1974,Vance County Landfill,NC Hwy 39,Henderson,NC,"27537",Vance,MSW,LF,InactiveClosed,,Closed,36.372101000000001,-78.421650999999997,"17",17.000000000000000,118698.656250000000000,VANC,172724.437500000000000,389430.502761000010651,RRO,{83A6AE8C-3D2F-4D73-82C0-2BD7B7500248},147671.235360466409475,7523871764.199999809265137
"101",91A-DEMO-,"Henderson, City of",Hwy 39 N.,Henderson,NC,Unknown,Vance,CD,LF,InactiveClosed,,Closed,36.357180000000000,-78.419290000000004,"17",17.000000000000000,118698.656250000000000,VANC,172724.437500000000000,389430.502761000010651,RRO,{83A6AE8C-3D2F-4D73-82C0-2BD7B7500248},147671.235360466409475,7523871764.199999809265137
"102",91B-DEMO-,Jack Hughes Demo Landfill,Alpha Street,Henderson,NC,"27536",Vance,CD,LF,InactiveClosed,,Closed,36.346446999999998,-78.411396999999994,"17",17.000000000000000,118698.656250000000000,VANC,172724.437500000000000,389430.502761000010651,RRO,{83A6AE8C-3D2F-4D73-82C0-2BD7B7500248},147671.235360466409475,7523871764.199999809265137
"103",9201-MSWLF-1979,"Raleigh, City of  Landfill",U.S. Hwy 64,Raleigh,NC,"27519",Wake,MSW,LF,InactiveClosed,,Closed,35.790655000000001,-78.565729000000005,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"104",9202-MSWLF-1981,Wake County-Knightdale Landfill,712 Three Sisters Rd,Knightdale,NC,"27545",Wake,MSW,LF,InactiveClosed,,Closed,35.796536000000003,-78.439612999999994,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"105",9203-CDLF-1997,Wake County CDLF,6000 Old Smithfield Road,Feltonsville,NC,"27539",Wake,CD,LF,InactiveClosed,,Closed,35.682222000000003,-78.850555000000000,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"106",9203-MSWLF-1980,Wake County Landfill-South Feltonsville,6000 Old Smithfield Rd,Apex,NC,"27539",Wake,MSW,LF,InactiveClosed,,Closed,35.682222000000003,-78.850555000000000,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"107",9204-MSWLF-1981,Sorrell,Smith Road (S.R. 1303),Apex,NC,"27539",Wake,MSW,LF,InactiveClosed,,Closed,35.702907000000003,-78.814093000000000,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"108",9205-MSWLF-1980,"Wake Forest, Town of Landfill",S.R. 1941,Wake Forest,NC,"27587",Wake,MSW,LF,InactiveClosed,,Closed,35.990848999999997,-78.486712999999995,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"109",9208-MSWLF-1982,N.C. State Fair Landfill,Nowell Road,Raleigh,NC,"27607",Wake,MSW,LF,InactiveClosed,,Closed,35.795006999999998,-78.732195000000004,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"110",9209-CDLF-,Wake County CDLF,9025 Deponies Drive,Raleigh,NC,"27614",Wake,CD,LF,InactiveClosed,,Closed,35.909627999999998,-78.583761999999993,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"111",9209-MSWLF-1984,Wake County Landfill,9025 Deponies Drive,Raleigh,NC,"27614",Wake,MSW,LF,InactiveClosed,,Closed,35.912464000000000,-78.573724999999996,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"112",9209-MSWLF-1996,Wake County Landfill-North,9016 Depoines Drive,Raleigh,NC,"27614",Wake,MSW,LF,InactiveClosed,,Open,35.907885999999998,-78.579582000000002,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"113",9210-INDUS-1986,Carolina Power & Light Co,Harris Plant Site,Raleigh,NC,"27562",Wake,Indus,LF,InactiveClosed,,Closed,35.644181000000003,-78.962020999999993,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"114",9214-CDLF-1993,BFI-Holly Springs Disposal  Inc,4300 Holly Springs / Apex Road,Holly Springs,NC,"27540",Wake,CD,LF,InactiveClosed,,Open,35.668444999999998,-78.856150999999997,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"115",9222-MSWLF-2008,Wake County South Wake MSWLF,6300 Smithfield Road,Apex,NC,"27502",Wake,MSW,LF,Active,2013/01/28,Open,35.675044000000000,-78.851674000000003,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"116",9226-CDLF-2001,Shotwell Landfill Inc.,4724 Smithfield Road,Wendell,NC,"27591",Wake,CD,LF,Active,2011/11/11,Open,35.722526999999999,-78.442318999999998,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"117",9228-CDLF-2001,"Red Rock Disposal, LLC",7130 New Landfill Drive,Holly Springs,NC,"27540",Wake,CD,LF,Active,2023/07/03,Open,35.603470999999999,-78.899463999999995,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"118",9230-CDLF-2014,"Greenway Waste Solutions of Apex, LLC",5940 Old Smithfield Road,Apex,NC,"27502",Wake,CD,LF,Active,2014/03/24,Open,35.685333999999997,-78.848680999999999,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"119",9231-CDLF-,"Wake Reclamation, LLC",2600 Brownfield Road,Raleigh,NC,"27610",Wake,CD,LF,InactiveClosed,2016/01/28,Open,35.709553000000000,-78.501688000000001,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"120",9231-CDLF-2012,"Wake Reclamation, LLC",2600 Brownfield Road,Raleigh,NC,"27610",Wake,CD,LF,Active,2017/04/03,Open,35.709553000000000,-78.501688000000001,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"121",92A-DEMO-1980,CP&L Demo Site,Shearon Harris Plant,Raleigh,NC,"27562",Wake,CD,LF,InactiveClosed,,Closed,35.639429000000000,-78.962187000000000,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"122",92C-DEMO-,Jerry Gregory,Unknown,Unknown,NC,Unknown,Wake,CD,LF,InactiveClosed,,Closed,35.500000000000000,-78.739999999999995,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"123",92E-DEMO-,H L Montague,U.S. Hwy 70 W.,Garner,NC,"27529",Wake,CD,LF,InactiveClosed,,Closed,35.719999999999999,-78.640000000000001,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"124",92F-DEMO-,Dorothea Dix,Western Blvd.,Raleigh,NC,"27603",Wake,CD,LF,InactiveClosed,,Closed,35.774731000000003,-78.661832000000004,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"125",92G-DEMO-1983,CP&L,Unknown,New Hill,NC,"27562",Wake,CD,LF,InactiveClosed,,Closed,35.630000000000003,-78.950000000000003,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"126",92H-DEMO-1984,"Cary, Town of",N. Dixon Street,Cary,NC,"27513",Wake,CD,LF,InactiveClosed,,Closed,35.789774999999999,-78.789742000000004,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"127",92I-LCID-,W E Garrison Company,2200 N. Blvd.,Raleigh,NC,"27604",Wake,LCID,LF,InactiveClosed,,Closed,35.808363999999997,-78.612675999999993,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
"128",92J-DEMO-1991,Holly Springs Disposal Inc,Old Holly Springs Apex Road (S.R. 1153),Holly Springs,NC,"27540",Wake,CD,LF,InactiveClosed,,Closed,35.667152000000002,-78.859827999999993,"43",43.000000000000000,216781.765625000000000,WAKE,547995.375000000000000,711224.841116999974474,RRO,{D27623F4-6A09-4632-A754-56CA971C8B5A},267577.156743080704473,23870662601.000000000000000
